	child	parent
Cell_995	1046.0	283.0
Cell_996	1047.0	904.0
Cell_997	1048.0	451.0
Cell_998	1049.0	452.0
Cell_999	1050.0	558.0
Cell_1000	1051.0	231.0
Cell_1001	1052.0	100.0
Cell_1002	1053.0	906.0
Cell_1003	1054.0	284.0
Cell_1004	1055.0	454.0
Cell_1005	1056.0	101.0
Cell_1006	1057.0	784.0
Cell_1007	1058.0	455.0
Cell_1008	1059.0	663.0
Cell_1009	1060.0	785.0
Cell_1010	1061.0	909.0
Cell_1011	1062.0	459.0
Cell_1012	1063.0	914.0
Cell_1013	1064.0	669.0
Cell_1014	1065.0	670.0
Cell_1015	1066.0	292.0
Cell_1016	1067.0	916.0
Cell_1017	1068.0	675.0
Cell_1018	1069.0	294.0
Cell_1019	1070.0	793.0
Cell_1020	1071.0	379.0
Cell_1021	1072.0	919.0
Cell_1022	1073.0	677.0
Cell_1023	1074.0	920.0
Cell_1024	1075.0	921.0
Cell_1025	1076.0	382.0
Cell_1026	1077.0	922.0
Cell_1027	1078.0	469.0
Cell_1028	1079.0	471.0
Cell_1029	1080.0	193.0
Cell_1030	1081.0	474.0
Cell_1031	1082.0	241.0
Cell_1032	1083.0	802.0
Cell_1033	1084.0	804.0
Cell_1034	1085.0	576.0
Cell_1035	1086.0	935.0
Cell_1036	1087.0	580.0
Cell_1037	1088.0	941.0
Cell_1038	1089.0	690.0
Cell_1039	1090.0	942.0
Cell_1040	1091.0	197.0
Cell_1041	1092.0	307.0
Cell_1042	1093.0	947.0
Cell_1043	1094.0	588.0
Cell_1044	1095.0	694.0
Cell_1045	1096.0	695.0
Cell_1046	1097.0	696.0
Cell_1047	1098.0	952.0
Cell_1048	1099.0	311.0
Cell_1049	1100.0	698.0
Cell_1050	1101.0	701.0
Cell_1051	1102.0	497.0
Cell_1052	1103.0	703.0
Cell_1053	1104.0	821.0
Cell_1054	1105.0	705.0
Cell_1055	1106.0	960.0
Cell_1056	1107.0	822.0
Cell_1057	1108.0	962.0
Cell_1058	1109.0	85.0
Cell_1059	1110.0	963.0
Cell_1060	1111.0	824.0
Cell_1061	1112.0	707.0
Cell_1062	1113.0	47.0
Cell_1063	1115.0	204.0
Cell_1064	1116.0	969.0
Cell_1065	1117.0	712.0
Cell_1066	1118.0	831.0
Cell_1067	1119.0	716.0
Cell_1068	1120.0	833.0
Cell_1069	1121.0	720.0
Cell_1070	1122.0	976.0
Cell_1071	1123.0	335.0
Cell_1072	1124.0	415.0
Cell_1073	1125.0	725.0
Cell_1074	1126.0	983.0
Cell_1075	1127.0	984.0
Cell_1076	1128.0	212.0
Cell_1077	1129.0	985.0
Cell_1078	1130.0	612.0
Cell_1079	1131.0	986.0
Cell_1080	1132.0	170.0
Cell_1081	1133.0	987.0
Cell_1082	1134.0	614.0
Cell_1083	1135.0	419.0
Cell_1084	1136.0	990.0
Cell_1085	1137.0	850.0
Cell_1086	1138.0	853.0
Cell_1087	1140.0	854.0
Cell_1088	1141.0	994.0
Cell_1089	1142.0	855.0
Cell_1090	1143.0	624.0
Cell_1091	1144.0	856.0
Cell_1092	1145.0	214.0
Cell_1093	1146.0	1000.0
Cell_1094	1147.0	1002.0
Cell_1095	1148.0	860.0
Cell_1096	1149.0	1004.0
Cell_1097	1150.0	216.0
Cell_1098	1151.0	864.0
Cell_1099	1152.0	429.0
Cell_1100	1153.0	751.0
Cell_1101	1154.0	350.0
Cell_1102	1155.0	432.0
Cell_1103	1156.0	871.0
Cell_1104	1157.0	433.0
Cell_1105	1158.0	635.0
Cell_1106	1159.0	1020.0
Cell_1107	1160.0	879.0
Cell_1108	1161.0	1021.0
Cell_1109	1162.0	758.0
Cell_1110	1163.0	1022.0
Cell_1111	1164.0	881.0
Cell_1112	1165.0	638.0
Cell_1113	1166.0	1024.0
Cell_1114	1167.0	886.0
Cell_1115	1168.0	277.0
Cell_1116	1169.0	888.0
Cell_1117	1170.0	1031.0
Cell_1118	1171.0	1032.0
Cell_1119	1172.0	359.0
Cell_1120	1173.0	549.0
Cell_1121	1174.0	229.0
Cell_1122	1175.0	646.0
Cell_1123	1176.0	772.0
Cell_1124	1177.0	1035.0
Cell_1125	1178.0	99.0
Cell_1126	1179.0	649.0
Cell_1127	1180.0	650.0
Cell_1128	1182.0	1039.0
Cell_1129	1183.0	186.0
Cell_1130	1184.0	896.0
Cell_1131	1185.0	555.0
Cell_1132	1186.0	1042.0
Cell_1133	1187.0	651.0
Cell_1134	1188.0	1043.0
Cell_1135	1189.0	556.0
Cell_1136	1190.0	450.0
Cell_1137	1191.0	900.0
Cell_1138	1192.0	557.0
Cell_1139	1193.0	902.0
Cell_1140	1194.0	780.0
Cell_1141	1195.0	904.0
Cell_1142	1196.0	781.0
Cell_1143	1197.0	26.0
Cell_1144	1198.0	369.0
Cell_1145	1199.0	905.0
Cell_1146	1200.0	138.0
Cell_1147	1203.0	659.0
Cell_1148	1204.0	187.0
Cell_1149	1205.0	455.0
Cell_1150	1206.0	233.0
Cell_1151	1207.0	785.0
Cell_1152	1208.0	909.0
Cell_1153	1209.0	1061.0
Cell_1154	1210.0	563.0
Cell_1155	1212.0	373.0
Cell_1156	1213.0	666.0
Cell_1157	1214.0	456.0
Cell_1158	1215.0	1062.0
Cell_1159	1216.0	913.0
Cell_1160	1217.0	914.0
Cell_1161	1218.0	1063.0
Cell_1162	1219.0	789.0
Cell_1163	1220.0	1065.0
Cell_1164	1221.0	27.0
Cell_1165	1222.0	378.0
Cell_1166	1223.0	792.0
Cell_1167	1224.0	1068.0
Cell_1168	1225.0	379.0
Cell_1169	1226.0	568.0
Cell_1170	1227.0	1075.0
Cell_1171	1228.0	297.0
Cell_1172	1229.0	922.0
Cell_1173	1230.0	926.0
Cell_1174	1232.0	472.0
Cell_1175	1233.0	800.0
Cell_1176	1234.0	929.0
Cell_1177	1235.0	575.0
Cell_1178	1236.0	193.0
Cell_1179	1237.0	474.0
Cell_1180	1238.0	1081.0
Cell_1181	1239.0	804.0
Cell_1182	1240.0	805.0
Cell_1183	1241.0	935.0
Cell_1184	1242.0	1086.0
Cell_1185	1243.0	685.0
Cell_1186	1244.0	387.0
Cell_1187	1246.0	1088.0
Cell_1188	1247.0	1091.0
Cell_1189	1248.0	1092.0
Cell_1190	1249.0	943.0
Cell_1191	1250.0	585.0
Cell_1192	1251.0	587.0
Cell_1193	1252.0	947.0
Cell_1194	1253.0	1093.0
Cell_1195	1254.0	1097.0
Cell_1196	1256.0	954.0
Cell_1197	1257.0	958.0
Cell_1198	1258.0	820.0
Cell_1199	1259.0	1104.0
Cell_1200	1260.0	706.0
Cell_1201	1261.0	1108.0
Cell_1202	1262.0	1109.0
Cell_1203	1263.0	824.0
Cell_1204	1264.0	707.0
Cell_1205	1265.0	1112.0
Cell_1206	1266.0	318.0
Cell_1207	1267.0	825.0
Cell_1208	1269.0	965.0
Cell_1209	1270.0	502.0
Cell_1210	1271.0	404.0
Cell_1211	1272.0	1114.0
Cell_1212	1273.0	1117.0
Cell_1213	1274.0	49.0
Cell_1214	1275.0	117.0
Cell_1215	1276.0	1118.0
Cell_1216	1277.0	974.0
Cell_1217	1278.0	517.0
Cell_1218	1279.0	725.0
Cell_1219	1280.0	1125.0
Cell_1220	1281.0	1127.0
Cell_1221	1282.0	844.0
Cell_1222	1283.0	845.0
Cell_1223	1284.0	986.0
Cell_1224	1285.0	846.0
Cell_1225	1286.0	170.0
Cell_1226	1287.0	849.0
Cell_1227	1288.0	419.0
Cell_1228	1289.0	1135.0
Cell_1229	1290.0	990.0
Cell_1230	1291.0	1136.0
Cell_1231	1292.0	735.0
Cell_1232	1293.0	991.0
Cell_1233	1294.0	1137.0
Cell_1234	1295.0	422.0
Cell_1235	1296.0	995.0
Cell_1236	1297.0	1143.0
Cell_1237	1298.0	1144.0
Cell_1238	1299.0	423.0
Cell_1239	1300.0	175.0
Cell_1240	1301.0	1000.0
Cell_1241	1302.0	858.0
Cell_1242	1303.0	859.0
Cell_1243	1304.0	1147.0
Cell_1244	1305.0	1148.0
Cell_1245	1306.0	1006.0
Cell_1246	1307.0	217.0
Cell_1247	1308.0	1151.0
Cell_1248	1309.0	1008.0
Cell_1249	1310.0	749.0
Cell_1250	1311.0	350.0
Cell_1251	1312.0	1010.0
Cell_1252	1313.0	537.0
Cell_1253	1314.0	872.0
Cell_1254	1315.0	874.0
Cell_1255	1316.0	1020.0
Cell_1256	1317.0	757.0
Cell_1257	1318.0	1021.0
Cell_1258	1319.0	759.0
Cell_1259	1321.0	638.0
Cell_1260	1322.0	1166.0
Cell_1261	1323.0	276.0
Cell_1262	1324.0	440.0
Cell_1263	1325.0	885.0
Cell_1264	1326.0	546.0
Cell_1265	1327.0	277.0
Cell_1266	1328.0	224.0
Cell_1267	1329.0	25.0
Cell_1268	1331.0	1034.0
Cell_1269	1332.0	1175.0
Cell_1270	1333.0	891.0
Cell_1271	1334.0	771.0
Cell_1272	1335.0	366.0
Cell_1273	1336.0	1035.0
Cell_1274	1337.0	1177.0
Cell_1275	1338.0	185.0
Cell_1276	1340.0	552.0
Cell_1277	1341.0	1037.0
Cell_1278	1342.0	1182.0
Cell_1279	1343.0	1183.0
Cell_1280	1344.0	555.0
Cell_1281	1345.0	1185.0
Cell_1282	1346.0	897.0
Cell_1283	1347.0	778.0
Cell_1284	1348.0	1186.0
Cell_1285	1349.0	1187.0
Cell_1286	1350.0	1043.0
Cell_1287	1351.0	1044.0
Cell_1288	1352.0	652.0
Cell_1289	1353.0	900.0
Cell_1290	1355.0	283.0
Cell_1291	1356.0	902.0
Cell_1292	1357.0	780.0
Cell_1293	1358.0	904.0
Cell_1294	1359.0	1047.0
Cell_1295	1360.0	1199.0
Cell_1296	1361.0	1200.0
Cell_1297	1362.0	1201.0
Cell_1298	1363.0	1056.0
Cell_1299	1364.0	1057.0
Cell_1300	1365.0	1059.0
Cell_1301	1366.0	785.0
Cell_1302	1367.0	910.0
Cell_1303	1368.0	1210.0
Cell_1304	1369.0	787.0
Cell_1305	1371.0	1062.0
Cell_1306	1373.0	1216.0
Cell_1307	1375.0	1063.0
Cell_1308	1376.0	669.0
Cell_1309	1377.0	789.0
Cell_1310	1378.0	1219.0
Cell_1311	1379.0	916.0
Cell_1312	1380.0	674.0
Cell_1313	1381.0	1221.0
Cell_1314	1382.0	567.0
Cell_1315	1383.0	1222.0
Cell_1316	1384.0	792.0
Cell_1317	1385.0	675.0
Cell_1318	1386.0	294.0
Cell_1319	1387.0	1070.0
Cell_1320	1388.0	464.0
Cell_1321	1389.0	795.0
Cell_1322	1390.0	679.0
Cell_1323	1391.0	923.0
Cell_1324	1392.0	1230.0
Cell_1325	1393.0	1079.0
Cell_1326	1394.0	104.0
Cell_1327	1395.0	800.0
Cell_1328	1396.0	1233.0
Cell_1329	1397.0	802.0
Cell_1330	1398.0	1239.0
Cell_1331	1399.0	476.0
Cell_1332	1400.0	805.0
Cell_1333	1401.0	43.0
Cell_1334	1402.0	386.0
Cell_1335	1403.0	939.0
Cell_1336	1404.0	583.0
Cell_1337	1405.0	1088.0
Cell_1338	1406.0	942.0
Cell_1339	1407.0	1091.0
Cell_1340	1408.0	1249.0
Cell_1341	1409.0	1250.0
Cell_1342	1410.0	485.0
Cell_1343	1411.0	945.0
Cell_1344	1412.0	946.0
Cell_1345	1413.0	1251.0
Cell_1346	1414.0	813.0
Cell_1347	1415.0	589.0
Cell_1348	1416.0	1096.0
Cell_1349	1417.0	952.0
Cell_1350	1418.0	1098.0
Cell_1351	1419.0	1256.0
Cell_1352	1420.0	1103.0
Cell_1353	1421.0	819.0
Cell_1354	1423.0	704.0
Cell_1355	1424.0	1259.0
Cell_1356	1425.0	1105.0
Cell_1357	1426.0	822.0
Cell_1358	1427.0	1261.0
Cell_1359	1428.0	824.0
Cell_1360	1429.0	499.0
Cell_1361	1430.0	708.0
Cell_1362	1431.0	825.0
Cell_1363	1432.0	1269.0
Cell_1364	1433.0	404.0
Cell_1365	1434.0	1271.0
Cell_1366	1435.0	828.0
Cell_1367	1436.0	48.0
Cell_1368	1437.0	507.0
Cell_1369	1438.0	1118.0
Cell_1370	1439.0	1276.0
Cell_1371	1440.0	972.0
Cell_1372	1441.0	1277.0
Cell_1373	1442.0	975.0
Cell_1374	1444.0	835.0
Cell_1375	1445.0	836.0
Cell_1376	1446.0	725.0
Cell_1377	1447.0	1279.0
Cell_1378	1448.0	1280.0
Cell_1379	1449.0	840.0
Cell_1380	1451.0	984.0
Cell_1381	1452.0	846.0
Cell_1382	1453.0	1285.0
Cell_1383	1454.0	730.0
Cell_1384	1455.0	1133.0
Cell_1385	1456.0	615.0
Cell_1386	1457.0	990.0
Cell_1387	1458.0	1136.0
Cell_1388	1459.0	1293.0
Cell_1389	1460.0	850.0
Cell_1390	1461.0	1137.0
Cell_1391	1462.0	1294.0
Cell_1392	1463.0	621.0
Cell_1393	1464.0	993.0
Cell_1394	1465.0	1139.0
Cell_1395	1466.0	1140.0
Cell_1396	1467.0	740.0
Cell_1397	1468.0	1296.0
Cell_1398	1469.0	1143.0
Cell_1399	1470.0	1297.0
Cell_1400	1471.0	741.0
Cell_1401	1472.0	998.0
Cell_1402	1473.0	1300.0
Cell_1403	1474.0	743.0
Cell_1404	1475.0	1301.0
Cell_1405	1476.0	1146.0
Cell_1406	1477.0	859.0
Cell_1407	1478.0	1304.0
Cell_1408	1479.0	1003.0
Cell_1409	1480.0	1305.0
Cell_1410	1481.0	1006.0
Cell_1411	1482.0	1150.0
Cell_1412	1483.0	1309.0
Cell_1413	1485.0	1011.0
Cell_1414	1486.0	1013.0
Cell_1415	1487.0	1014.0
Cell_1416	1489.0	1016.0
Cell_1417	1490.0	1316.0
Cell_1418	1491.0	1317.0
Cell_1419	1492.0	1023.0
Cell_1420	1493.0	638.0
Cell_1421	1494.0	882.0
Cell_1422	1495.0	276.0
Cell_1423	1496.0	1323.0
Cell_1424	1497.0	222.0
Cell_1425	1498.0	1325.0
Cell_1426	1499.0	181.0
Cell_1427	1500.0	886.0
Cell_1428	1501.0	224.0
Cell_1429	1502.0	1031.0
Cell_1430	1503.0	768.0
Cell_1431	1504.0	359.0
Cell_1432	1505.0	1173.0
Cell_1433	1507.0	1331.0
Cell_1434	1508.0	769.0
Cell_1435	1509.0	645.0
Cell_1436	1510.0	1175.0
Cell_1437	1511.0	1332.0
Cell_1438	1512.0	1334.0
Cell_1439	1513.0	772.0
Cell_1440	1514.0	98.0
Cell_1441	1515.0	366.0
Cell_1442	1516.0	1035.0
Cell_1443	1517.0	1177.0
Cell_1444	1518.0	99.0
Cell_1445	1519.0	1178.0
Cell_1446	1520.0	773.0
Cell_1447	1521.0	1339.0
Cell_1448	1522.0	1036.0
Cell_1449	1523.0	1340.0
Cell_1450	1524.0	649.0
Cell_1451	1525.0	1179.0
Cell_1452	1526.0	1342.0
Cell_1453	1527.0	1183.0
Cell_1454	1528.0	897.0
Cell_1455	1529.0	1346.0
Cell_1456	1530.0	1349.0
Cell_1457	1531.0	1350.0
Cell_1458	1532.0	1351.0
Cell_1459	1533.0	1352.0
Cell_1460	1534.0	779.0
Cell_1461	1535.0	1354.0
Cell_1462	1536.0	557.0
Cell_1463	1537.0	1046.0
Cell_1464	1538.0	902.0
Cell_1465	1539.0	903.0
Cell_1466	1540.0	1195.0
Cell_1467	1541.0	1047.0
Cell_1468	1542.0	781.0
Cell_1469	1543.0	1196.0
Cell_1470	1544.0	451.0
Cell_1471	1545.0	1360.0
Cell_1472	1546.0	138.0
Cell_1473	1548.0	1051.0
Cell_1474	1549.0	1052.0
Cell_1475	1550.0	907.0
Cell_1476	1551.0	660.0
Cell_1477	1552.0	783.0
Cell_1478	1553.0	1056.0
Cell_1479	1555.0	1058.0
Cell_1480	1556.0	1366.0
Cell_1481	1557.0	1207.0
Cell_1482	1558.0	1060.0
Cell_1483	1559.0	909.0
Cell_1484	1560.0	910.0
Cell_1485	1561.0	665.0
Cell_1486	1562.0	913.0
Cell_1487	1563.0	1217.0
Cell_1488	1564.0	1375.0
Cell_1489	1565.0	669.0
Cell_1490	1566.0	1376.0
Cell_1491	1567.0	1219.0
Cell_1492	1568.0	670.0
Cell_1493	1569.0	1220.0
Cell_1494	1570.0	916.0
Cell_1495	1571.0	674.0
Cell_1496	1572.0	1380.0
Cell_1497	1573.0	27.0
Cell_1498	1574.0	1383.0
Cell_1499	1575.0	918.0
Cell_1500	1576.0	462.0
Cell_1501	1577.0	792.0
Cell_1502	1578.0	1223.0
Cell_1503	1579.0	1385.0
Cell_1504	1580.0	1224.0
Cell_1505	1581.0	1386.0
Cell_1506	1582.0	676.0
Cell_1507	1583.0	793.0
Cell_1508	1584.0	1070.0
Cell_1509	1585.0	794.0
Cell_1510	1586.0	1226.0
Cell_1511	1587.0	1072.0
Cell_1512	1588.0	678.0
Cell_1513	1589.0	1389.0
Cell_1514	1590.0	679.0
Cell_1515	1591.0	1390.0
Cell_1516	1592.0	1077.0
Cell_1517	1593.0	239.0
Cell_1518	1594.0	471.0
Cell_1519	1595.0	1393.0
Cell_1520	1596.0	104.0
Cell_1521	1597.0	1232.0
Cell_1522	1598.0	1233.0
Cell_1523	1599.0	575.0
Cell_1524	1600.0	1235.0
Cell_1525	1601.0	473.0
Cell_1526	1602.0	1237.0
Cell_1527	1603.0	1238.0
Cell_1528	1604.0	1083.0
Cell_1529	1605.0	1084.0
Cell_1530	1606.0	1240.0
Cell_1531	1607.0	935.0
Cell_1532	1608.0	685.0
Cell_1533	1609.0	807.0
Cell_1534	1610.0	1088.0
Cell_1535	1611.0	1405.0
Cell_1536	1612.0	1090.0
Cell_1537	1613.0	1407.0
Cell_1538	1614.0	1410.0
Cell_1539	1615.0	1411.0
Cell_1540	1616.0	1412.0
Cell_1541	1617.0	1252.0
Cell_1542	1618.0	694.0
Cell_1543	1619.0	813.0
Cell_1544	1620.0	1416.0
Cell_1545	1621.0	817.0
Cell_1546	1622.0	255.0
Cell_1547	1623.0	1420.0
Cell_1548	1624.0	819.0
Cell_1549	1625.0	820.0
Cell_1550	1626.0	1423.0
Cell_1551	1627.0	1106.0
Cell_1552	1628.0	1107.0
Cell_1553	1629.0	706.0
Cell_1554	1630.0	398.0
Cell_1555	1631.0	1109.0
Cell_1556	1632.0	707.0
Cell_1557	1633.0	1429.0
Cell_1558	1634.0	1430.0
Cell_1559	1635.0	825.0
Cell_1560	1636.0	112.0
Cell_1561	1637.0	598.0
Cell_1562	1638.0	1113.0
Cell_1563	1639.0	324.0
Cell_1564	1640.0	1433.0
Cell_1565	1641.0	1272.0
Cell_1566	1642.0	1115.0
Cell_1567	1643.0	600.0
Cell_1568	1644.0	509.0
Cell_1569	1645.0	974.0
Cell_1570	1646.0	1441.0
Cell_1571	1647.0	1121.0
Cell_1572	1648.0	835.0
Cell_1573	1649.0	1448.0
Cell_1574	1650.0	1450.0
Cell_1575	1651.0	727.0
Cell_1576	1653.0	1129.0
Cell_1577	1654.0	1285.0
Cell_1578	1655.0	1454.0
Cell_1579	1656.0	987.0
Cell_1580	1657.0	1455.0
Cell_1581	1659.0	1457.0
Cell_1582	1660.0	1290.0
Cell_1583	1661.0	1137.0
Cell_1584	1662.0	420.0
Cell_1585	1663.0	853.0
Cell_1586	1664.0	1138.0
Cell_1587	1665.0	992.0
Cell_1588	1666.0	740.0
Cell_1589	1667.0	997.0
Cell_1590	1669.0	347.0
Cell_1591	1670.0	1473.0
Cell_1592	1671.0	857.0
Cell_1593	1672.0	1475.0
Cell_1594	1673.0	1476.0
Cell_1595	1674.0	1302.0
Cell_1596	1675.0	1477.0
Cell_1597	1677.0	1480.0
Cell_1598	1678.0	1307.0
Cell_1599	1680.0	1008.0
Cell_1600	1681.0	1309.0
Cell_1601	1682.0	1483.0
Cell_1602	1683.0	748.0
Cell_1603	1684.0	749.0
Cell_1604	1685.0	1310.0
Cell_1605	1686.0	1014.0
Cell_1606	1687.0	1487.0
Cell_1607	1688.0	872.0
Cell_1608	1690.0	1320.0
Cell_1609	1691.0	638.0
Cell_1610	1692.0	1165.0
Cell_1611	1693.0	639.0
Cell_1612	1694.0	222.0
Cell_1613	1695.0	1497.0
Cell_1614	1696.0	1028.0
Cell_1615	1698.0	1498.0
Cell_1616	1699.0	764.0
Cell_1617	1700.0	765.0
Cell_1618	1701.0	1328.0
Cell_1619	1702.0	766.0
Cell_1620	1703.0	888.0
Cell_1621	1704.0	1502.0
Cell_1622	1705.0	359.0
Cell_1623	1706.0	1505.0
Cell_1624	1707.0	1507.0
Cell_1625	1708.0	1511.0
Cell_1626	1709.0	1333.0
Cell_1627	1710.0	771.0
Cell_1628	1711.0	1335.0
Cell_1629	1712.0	1177.0
Cell_1630	1713.0	1337.0
Cell_1631	1714.0	1526.0
Cell_1632	1715.0	1189.0
Cell_1633	1717.0	780.0
Cell_1634	1718.0	904.0
Cell_1635	1719.0	1540.0
Cell_1636	1720.0	1541.0
Cell_1637	1721.0	369.0
Cell_1638	1722.0	656.0
Cell_1639	1723.0	1360.0
Cell_1640	1724.0	1545.0
Cell_1641	1725.0	1547.0
Cell_1642	1726.0	1362.0
Cell_1643	1727.0	1052.0
Cell_1644	1728.0	1054.0
Cell_1645	1729.0	1551.0
Cell_1646	1730.0	1553.0
Cell_1647	1731.0	1554.0
Cell_1648	1732.0	1058.0
Cell_1649	1733.0	1365.0
Cell_1650	1734.0	1206.0
Cell_1651	1735.0	1556.0
Cell_1652	1736.0	1558.0
Cell_1653	1737.0	1208.0
Cell_1654	1738.0	1209.0
Cell_1655	1739.0	1367.0
Cell_1656	1740.0	664.0
Cell_1657	1741.0	563.0
Cell_1658	1742.0	1369.0
Cell_1659	1743.0	913.0
Cell_1660	1744.0	1562.0
Cell_1661	1745.0	1375.0
Cell_1662	1746.0	1564.0
Cell_1663	1747.0	1376.0
Cell_1664	1748.0	1064.0
Cell_1665	1749.0	1378.0
Cell_1666	1750.0	1573.0
Cell_1667	1751.0	1383.0
Cell_1668	1752.0	1223.0
Cell_1669	1753.0	1578.0
Cell_1670	1754.0	1385.0
Cell_1671	1755.0	1068.0
Cell_1672	1756.0	1224.0
Cell_1673	1757.0	1580.0
Cell_1674	1758.0	1070.0
Cell_1675	1760.0	1585.0
Cell_1676	1761.0	464.0
Cell_1677	1762.0	919.0
Cell_1678	1763.0	1587.0
Cell_1679	1764.0	296.0
Cell_1680	1765.0	1229.0
Cell_1681	1766.0	799.0
Cell_1682	1767.0	1392.0
Cell_1683	1768.0	471.0
Cell_1684	1769.0	1596.0
Cell_1685	1770.0	1394.0
Cell_1686	1771.0	1395.0
Cell_1687	1772.0	1598.0
Cell_1688	1773.0	929.0
Cell_1689	1774.0	1599.0
Cell_1690	1775.0	683.0
Cell_1691	1776.0	1082.0
Cell_1692	1777.0	1083.0
Cell_1693	1778.0	1239.0
Cell_1694	1779.0	1398.0
Cell_1695	1780.0	805.0
Cell_1696	1781.0	1241.0
Cell_1697	1782.0	807.0
Cell_1698	1783.0	1245.0
Cell_1699	1784.0	1246.0
Cell_1700	1785.0	690.0
Cell_1701	1786.0	1612.0
Cell_1702	1788.0	1248.0
Cell_1703	1789.0	691.0
Cell_1704	1790.0	945.0
Cell_1705	1791.0	1615.0
Cell_1706	1792.0	1616.0
Cell_1707	1793.0	1251.0
Cell_1708	1794.0	1413.0
Cell_1709	1795.0	1253.0
Cell_1710	1796.0	1095.0
Cell_1711	1797.0	1619.0
Cell_1712	1798.0	1620.0
Cell_1713	1799.0	1417.0
Cell_1714	1800.0	955.0
Cell_1715	1801.0	255.0
Cell_1716	1802.0	1622.0
Cell_1717	1803.0	703.0
Cell_1718	1805.0	1421.0
Cell_1719	1806.0	498.0
Cell_1720	1807.0	1422.0
Cell_1721	1808.0	1626.0
Cell_1722	1809.0	1104.0
Cell_1723	1810.0	1426.0
Cell_1724	1811.0	1107.0
Cell_1725	1812.0	1111.0
Cell_1726	1813.0	964.0
Cell_1727	1814.0	707.0
Cell_1728	1815.0	1264.0
Cell_1729	1816.0	1112.0
Cell_1730	1817.0	1265.0
Cell_1731	1818.0	499.0
Cell_1732	1819.0	1429.0
Cell_1733	1820.0	1267.0
Cell_1734	1821.0	1434.0
Cell_1735	1822.0	1641.0
Cell_1736	1823.0	1117.0
Cell_1737	1825.0	1439.0
Cell_1738	1826.0	1646.0
Cell_1739	1827.0	1442.0
Cell_1740	1828.0	1122.0
Cell_1741	1829.0	978.0
Cell_1742	1830.0	1444.0
Cell_1743	1831.0	837.0
Cell_1744	1832.0	1652.0
Cell_1745	1833.0	1284.0
Cell_1746	1834.0	1131.0
Cell_1747	1835.0	846.0
Cell_1748	1836.0	1654.0
Cell_1749	1837.0	1286.0
Cell_1750	1838.0	1655.0
Cell_1751	1839.0	987.0
Cell_1752	1840.0	1133.0
Cell_1753	1841.0	1455.0
Cell_1754	1842.0	990.0
Cell_1755	1843.0	1659.0
Cell_1756	1844.0	1660.0
Cell_1757	1845.0	1460.0
Cell_1758	1846.0	1137.0
Cell_1759	1847.0	1462.0
Cell_1760	1848.0	527.0
Cell_1761	1849.0	1465.0
Cell_1762	1850.0	994.0
Cell_1763	1851.0	530.0
Cell_1764	1853.0	1143.0
Cell_1765	1854.0	1298.0
Cell_1766	1855.0	423.0
Cell_1767	1856.0	1472.0
Cell_1768	1857.0	532.0
Cell_1769	1858.0	1671.0
Cell_1770	1859.0	1475.0
Cell_1771	1860.0	1672.0
Cell_1772	1861.0	1146.0
Cell_1773	1862.0	859.0
Cell_1774	1864.0	1478.0
Cell_1775	1865.0	1003.0
Cell_1776	1866.0	1676.0
Cell_1777	1867.0	1679.0
Cell_1778	1869.0	1680.0
Cell_1779	1870.0	1483.0
Cell_1780	1871.0	749.0
Cell_1781	1872.0	1014.0
Cell_1782	1873.0	1487.0
Cell_1783	1874.0	352.0
Cell_1784	1875.0	872.0
Cell_1785	1876.0	755.0
Cell_1786	1877.0	1315.0
Cell_1787	1879.0	1317.0
Cell_1788	1880.0	879.0
Cell_1789	1882.0	1023.0
Cell_1790	1883.0	1322.0
Cell_1791	1884.0	1025.0
Cell_1792	1885.0	1496.0
Cell_1793	1886.0	1694.0
Cell_1794	1887.0	885.0
Cell_1795	1888.0	1167.0
Cell_1796	1889.0	764.0
Cell_1797	1890.0	1699.0
Cell_1798	1891.0	224.0
Cell_1799	1892.0	1169.0
Cell_1800	1893.0	1331.0
Cell_1801	1894.0	1508.0
Cell_1802	1895.0	1332.0
Cell_1803	1896.0	1511.0
Cell_1804	1897.0	891.0
Cell_1805	1898.0	1335.0
Cell_1806	1899.0	1711.0
Cell_1807	1901.0	1336.0
Cell_1808	1902.0	1713.0
Cell_1809	1903.0	1179.0
Cell_1810	1904.0	774.0
Cell_1811	1905.0	1529.0
Cell_1812	1906.0	1715.0
Cell_1813	1907.0	1532.0
Cell_1814	1908.0	779.0
Cell_1815	1909.0	1191.0
Cell_1816	1910.0	901.0
Cell_1817	1911.0	1357.0
Cell_1818	1912.0	1540.0
Cell_1819	1913.0	781.0
Cell_1820	1914.0	1723.0
Cell_1821	1915.0	138.0
Cell_1822	1916.0	1361.0
Cell_1823	1917.0	1201.0
Cell_1824	1918.0	1726.0
Cell_1825	1919.0	1730.0
Cell_1826	1920.0	1731.0
Cell_1827	1921.0	1058.0
Cell_1828	1922.0	1733.0
Cell_1829	1923.0	561.0
Cell_1830	1924.0	1735.0
Cell_1831	1925.0	1557.0
Cell_1832	1926.0	1558.0
Cell_1833	1927.0	1560.0
Cell_1834	1928.0	1367.0
Cell_1835	1929.0	563.0
Cell_1836	1930.0	1368.0
Cell_1837	1931.0	1369.0
Cell_1838	1932.0	1371.0
Cell_1839	1933.0	1743.0
Cell_1840	1934.0	1216.0
Cell_1841	1935.0	1375.0
Cell_1842	1936.0	1747.0
Cell_1843	1938.0	1749.0
