	x	y	cluster
Cell_776	54.0	38.0	7.0
Cell_777	50.0	44.0	7.0
Cell_778	49.0	42.0	7.0
Cell_779	49.0	43.0	7.0
Cell_780	50.0	38.0	7.0
Cell_781	46.0	37.0	7.0
Cell_782	45.0	37.0	7.0
Cell_783	43.0	37.0	7.0
Cell_784	43.0	35.0	7.0
Cell_785	48.0	35.0	7.0
Cell_786	47.0	35.0	7.0
Cell_787	45.0	29.0	7.0
Cell_788	44.0	31.0	7.0
Cell_789	44.0	32.0	7.0
Cell_790	45.0	30.0	7.0
Cell_791	42.0	30.0	7.0
Cell_792	47.0	32.0	7.0
Cell_793	45.0	24.0	7.0
Cell_794	45.0	23.0	7.0
Cell_795	45.0	20.0	7.0
Cell_796	41.0	30.0	7.0
Cell_797	41.0	28.0	7.0
Cell_798	39.0	28.0	7.0
Cell_799	41.0	27.0	7.0
Cell_800	44.0	24.0	7.0
Cell_801	44.0	22.0	7.0
Cell_802	44.0	21.0	7.0
Cell_803	43.0	23.0	7.0
Cell_804	44.0	27.0	7.0
Cell_805	42.0	23.0	7.0
Cell_806	44.0	28.0	7.0
Cell_807	44.0	29.0	7.0
Cell_808	41.0	29.0	7.0
Cell_809	42.0	28.0	7.0
Cell_810	42.0	27.0	7.0
Cell_811	41.0	26.0	7.0
Cell_812	41.0	25.0	7.0
Cell_813	42.0	25.0	7.0
Cell_814	44.0	34.0	7.0
Cell_815	45.0	26.0	7.0
Cell_816	47.0	30.0	7.0
Cell_817	43.0	30.0	7.0
Cell_818	50.0	40.0	2.0
Cell_819	52.0	40.0	2.0
Cell_820	54.0	40.0	2.0
Cell_821	54.0	39.0	2.0
Cell_822	50.0	37.0	2.0
Cell_823	52.0	39.0	2.0
Cell_824	52.0	37.0	2.0
Cell_825	56.0	37.0	2.0
Cell_826	50.0	39.0	2.0
Cell_827	55.0	37.0	2.0
Cell_828	54.0	35.0	2.0
Cell_829	57.0	35.0	2.0
Cell_830	58.0	35.0	2.0
Cell_831	57.0	27.0	2.0
Cell_832	56.0	33.0	2.0
Cell_833	56.0	31.0	2.0
Cell_834	57.0	31.0	2.0
Cell_835	57.0	32.0	2.0
Cell_836	51.0	41.0	7.0
Cell_837	51.0	39.0	7.0
Cell_838	51.0	38.0	7.0
Cell_839	51.0	40.0	7.0
Cell_840	50.0	41.0	7.0
Cell_841	47.0	37.0	7.0
Cell_842	51.0	35.0	7.0
Cell_843	47.0	36.0	7.0
Cell_844	51.0	36.0	7.0
Cell_845	49.0	28.0	7.0
Cell_846	51.0	30.0	7.0
Cell_847	50.0	32.0	7.0
Cell_848	49.0	33.0	7.0
Cell_849	50.0	29.0	7.0
Cell_850	50.0	27.0	7.0
Cell_851	50.0	30.0	7.0
Cell_852	49.0	27.0	7.0
Cell_853	49.0	25.0	7.0
Cell_854	49.0	23.0	7.0
Cell_855	49.0	22.0	7.0
Cell_856	49.0	24.0	7.0
Cell_857	48.0	24.0	7.0
Cell_858	46.0	24.0	7.0
Cell_859	51.0	26.0	7.0
Cell_860	47.0	24.0	7.0
Cell_861	47.0	22.0	7.0
Cell_862	46.0	26.0	7.0
Cell_863	46.0	23.0	7.0
Cell_864	49.0	31.0	7.0
Cell_865	49.0	29.0	7.0
Cell_866	47.0	31.0	7.0
Cell_867	49.0	35.0	7.0
Cell_868	52.0	32.0	7.0
Cell_869	48.0	33.0	7.0
Cell_870	48.0	31.0	7.0
Cell_871	50.0	31.0	7.0
Cell_872	46.0	34.0	7.0
Cell_873	45.0	33.0	7.0
Cell_874	40.0	31.0	7.0
Cell_875	47.0	34.0	7.0
Cell_876	45.0	35.0	7.0
Cell_877	44.0	30.0	7.0
Cell_878	51.0	32.0	7.0
Cell_879	53.0	32.0	7.0
Cell_880	53.0	33.0	7.0
Cell_881	55.0	34.0	7.0
Cell_882	57.0	33.0	7.0
Cell_883	54.0	32.0	7.0
Cell_884	53.0	30.0	7.0
Cell_885	55.0	30.0	7.0
Cell_886	55.0	28.0	7.0
Cell_887	55.0	29.0	7.0
Cell_888	57.0	30.0	7.0
Cell_889	54.0	30.0	7.0
Cell_890	56.0	28.0	7.0
Cell_891	52.0	50.0	1.0
Cell_892	51.0	50.0	1.0
Cell_893	51.0	51.0	1.0
Cell_894	50.0	49.0	1.0
Cell_895	56.0	51.0	1.0
Cell_896	53.0	49.0	1.0
Cell_897	53.0	52.0	1.0
Cell_898	53.0	56.0	1.0
Cell_899	57.0	56.0	1.0
Cell_900	58.0	56.0	1.0
Cell_901	58.0	60.0	1.0
Cell_902	60.0	62.0	1.0
Cell_903	58.0	61.0	1.0
Cell_904	63.0	58.0	1.0
Cell_905	63.0	59.0	1.0
Cell_906	65.0	60.0	1.0
Cell_907	64.0	58.0	1.0
Cell_908	67.0	56.0	1.0
Cell_909	67.0	57.0	1.0
Cell_910	51.0	54.0	1.0
Cell_911	55.0	55.0	1.0
Cell_912	58.0	52.0	1.0
Cell_913	59.0	58.0	1.0
Cell_914	58.0	58.0	1.0
Cell_915	57.0	58.0	1.0
Cell_916	56.0	59.0	1.0
Cell_917	57.0	61.0	1.0
Cell_918	57.0	63.0	1.0
Cell_919	59.0	60.0	1.0
Cell_920	57.0	65.0	1.0
Cell_921	59.0	57.0	1.0
Cell_922	60.0	63.0	1.0
Cell_923	62.0	63.0	1.0
Cell_924	62.0	62.0	1.0
Cell_925	65.0	66.0	1.0
Cell_926	63.0	68.0	1.0
Cell_927	63.0	70.0	1.0
Cell_928	63.0	64.0	1.0
Cell_929	63.0	67.0	1.0
Cell_930	65.0	67.0	1.0
Cell_931	66.0	66.0	1.0
Cell_932	61.0	68.0	1.0
Cell_933	61.0	69.0	1.0
Cell_934	61.0	67.0	1.0
Cell_935	61.0	66.0	1.0
Cell_936	63.0	66.0	1.0
Cell_937	60.0	64.0	1.0
Cell_938	59.0	64.0	1.0
Cell_939	60.0	74.0	1.0
Cell_940	62.0	67.0	1.0
Cell_941	60.0	66.0	1.0
Cell_942	62.0	66.0	1.0
Cell_943	63.0	74.0	1.0
Cell_944	65.0	68.0	1.0
Cell_945	64.0	69.0	1.0
Cell_946	65.0	69.0	1.0
Cell_947	64.0	70.0	1.0
Cell_948	62.0	65.0	1.0
Cell_949	64.0	65.0	1.0
Cell_950	65.0	65.0	1.0
Cell_951	62.0	71.0	1.0
Cell_952	61.0	57.0	1.0
Cell_953	61.0	58.0	1.0
Cell_954	62.0	58.0	1.0
Cell_955	65.0	56.0	1.0
Cell_956	65.0	59.0	1.0
Cell_957	65.0	58.0	1.0
Cell_958	65.0	57.0	1.0
Cell_959	58.0	53.0	1.0
Cell_960	58.0	55.0	1.0
Cell_961	60.0	60.0	1.0
Cell_962	62.0	60.0	1.0
Cell_963	60.0	61.0	1.0
Cell_964	59.0	56.0	1.0
Cell_965	60.0	56.0	1.0
Cell_966	59.0	53.0	1.0
Cell_967	60.0	55.0	1.0
Cell_968	63.0	56.0	1.0
Cell_969	58.0	59.0	1.0
Cell_970	59.0	59.0	1.0
Cell_971	57.0	62.0	1.0
Cell_972	56.0	60.0	1.0
Cell_973	57.0	60.0	1.0
Cell_974	63.0	55.0	1.0
Cell_975	62.0	55.0	1.0
Cell_976	61.0	55.0	1.0
Cell_977	61.0	56.0	1.0
Cell_978	58.0	54.0	1.0
Cell_979	62.0	56.0	1.0
Cell_980	64.0	56.0	1.0
Cell_981	65.0	54.0	1.0
Cell_982	64.0	57.0	1.0
Cell_983	66.0	57.0	1.0
Cell_984	68.0	59.0	1.0
Cell_985	66.0	59.0	1.0
Cell_986	72.0	57.0	1.0
Cell_987	73.0	57.0	1.0
Cell_988	71.0	57.0	1.0
Cell_989	71.0	59.0	1.0
Cell_990	69.0	61.0	1.0
Cell_991	69.0	62.0	1.0
Cell_992	70.0	61.0	1.0
Cell_993	69.0	58.0	1.0
Cell_994	68.0	58.0	1.0
Cell_995	68.0	56.0	1.0
Cell_996	70.0	57.0	1.0
Cell_997	69.0	57.0	1.0
Cell_998	71.0	56.0	1.0
Cell_999	73.0	56.0	1.0
Cell_1000	69.0	56.0	1.0
Cell_1001	68.0	60.0	1.0
Cell_1002	67.0	58.0	1.0
Cell_1003	70.0	58.0	1.0
Cell_1004	73.0	58.0	1.0
Cell_1005	70.0	62.0	1.0
Cell_1006	70.0	63.0	1.0
Cell_1007	68.0	62.0	1.0
Cell_1008	71.0	64.0	1.0
Cell_1009	68.0	61.0	1.0
Cell_1010	64.0	54.0	1.0
Cell_1011	63.0	54.0	1.0
Cell_1012	65.0	55.0	1.0
Cell_1013	67.0	54.0	1.0
Cell_1014	69.0	55.0	1.0
Cell_1015	68.0	54.0	1.0
Cell_1016	69.0	54.0	1.0
Cell_1017	62.0	54.0	1.0
Cell_1018	64.0	52.0	1.0
Cell_1019	63.0	53.0	1.0
Cell_1020	57.0	53.0	1.0
Cell_1021	57.0	55.0	1.0
Cell_1022	57.0	57.0	1.0
Cell_1023	57.0	59.0	1.0
Cell_1024	58.0	57.0	1.0
Cell_1025	60.0	59.0	1.0
Cell_1026	62.0	59.0	1.0
Cell_1027	62.0	61.0	1.0
Cell_1028	64.0	59.0	1.0
Cell_1029	60.0	57.0	1.0
Cell_1030	67.0	59.0	1.0
Cell_1031	67.0	63.0	1.0
Cell_1032	67.0	61.0	1.0
Cell_1033	67.0	62.0	1.0
Cell_1034	70.0	60.0	1.0
Cell_1035	72.0	60.0	1.0
Cell_1036	73.0	60.0	1.0
Cell_1037	73.0	61.0	1.0
Cell_1038	69.0	60.0	1.0
Cell_1039	70.0	59.0	1.0
Cell_1040	72.0	59.0	1.0
Cell_1041	72.0	61.0	1.0
Cell_1042	54.0	52.0	1.0
Cell_1043	55.0	54.0	1.0
Cell_1044	55.0	56.0	1.0
Cell_1045	53.0	54.0	1.0
Cell_1046	54.0	56.0	1.0
Cell_1047	54.0	57.0	1.0
Cell_1048	55.0	57.0	1.0
Cell_1049	57.0	54.0	1.0
Cell_1050	56.0	54.0	1.0
Cell_1051	54.0	54.0	1.0
Cell_1052	59.0	55.0	1.0
Cell_1053	56.0	56.0	1.0
Cell_1054	56.0	57.0	1.0
Cell_1055	53.0	59.0	1.0
Cell_1056	55.0	59.0	1.0
Cell_1057	56.0	58.0	1.0
Cell_1058	58.0	63.0	1.0
Cell_1059	59.0	63.0	1.0
Cell_1060	60.0	65.0	1.0
Cell_1061	56.0	61.0	1.0
Cell_1062	54.0	58.0	1.0
Cell_1063	50.0	52.0	1.0
Cell_1064	51.0	52.0	1.0
Cell_1065	52.0	52.0	1.0
Cell_1066	56.0	49.0	1.0
Cell_1067	55.0	51.0	1.0
Cell_1068	55.0	53.0	1.0
Cell_1069	48.0	50.0	3.0
Cell_1070	49.0	50.0	3.0
Cell_1071	49.0	54.0	3.0
Cell_1072	46.0	55.0	3.0
Cell_1073	45.0	55.0	3.0
Cell_1074	44.0	57.0	3.0
Cell_1075	44.0	56.0	3.0
Cell_1076	46.0	52.0	3.0
Cell_1077	46.0	51.0	3.0
Cell_1078	46.0	47.0	3.0
Cell_1079	46.0	46.0	3.0
Cell_1080	47.0	49.0	3.0
Cell_1081	45.0	47.0	3.0
Cell_1082	43.0	47.0	3.0
Cell_1083	47.0	47.0	3.0
Cell_1084	44.0	43.0	3.0
Cell_1085	43.0	43.0	3.0
Cell_1086	44.0	42.0	3.0
Cell_1087	44.0	45.0	3.0
Cell_1088	42.0	45.0	3.0
Cell_1089	42.0	43.0	3.0
Cell_1090	40.0	43.0	3.0
Cell_1091	38.0	43.0	3.0
Cell_1092	42.0	44.0	3.0
Cell_1093	41.0	44.0	3.0
Cell_1094	46.0	48.0	3.0
Cell_1095	46.0	50.0	3.0
Cell_1096	45.0	50.0	3.0
Cell_1097	43.0	50.0	3.0
Cell_1098	45.0	51.0	3.0
Cell_1099	42.0	51.0	3.0
Cell_1100	46.0	53.0	3.0
Cell_1101	42.0	53.0	3.0
Cell_1102	41.0	53.0	3.0
Cell_1103	44.0	51.0	3.0
Cell_1104	47.0	50.0	3.0
Cell_1105	47.0	45.0	3.0
Cell_1106	53.0	41.0	3.0
Cell_1107	53.0	40.0	3.0
Cell_1108	55.0	40.0	3.0
Cell_1109	56.0	38.0	3.0
Cell_1110	56.0	39.0	3.0
Cell_1111	55.0	39.0	3.0
Cell_1112	53.0	39.0	3.0
Cell_1113	53.0	37.0	3.0
Cell_1114	45.0	52.0	3.0
Cell_1115	43.0	53.0	3.0
Cell_1116	43.0	57.0	3.0
Cell_1117	45.0	54.0	3.0
Cell_1118	41.0	55.0	3.0
Cell_1119	41.0	54.0	3.0
Cell_1120	42.0	54.0	3.0
Cell_1121	44.0	55.0	3.0
Cell_1122	43.0	55.0	3.0
Cell_1123	46.0	56.0	3.0
Cell_1124	45.0	56.0	3.0
Cell_1125	45.0	58.0	3.0
Cell_1126	47.0	58.0	3.0
Cell_1127	47.0	53.0	3.0
Cell_1128	44.0	53.0	3.0
Cell_1129	44.0	60.0	3.0
Cell_1130	49.0	55.0	3.0
Cell_1131	47.0	57.0	3.0
Cell_1132	49.0	57.0	3.0
Cell_1133	49.0	59.0	3.0
Cell_1134	49.0	61.0	3.0
Cell_1135	52.0	60.0	3.0
Cell_1136	54.0	60.0	3.0
Cell_1137	53.0	60.0	3.0
Cell_1138	54.0	61.0	3.0
Cell_1139	55.0	61.0	3.0
Cell_1140	47.0	56.0	3.0
Cell_1141	47.0	55.0	3.0
Cell_1142	47.0	62.0	3.0
Cell_1143	45.0	63.0	3.0
Cell_1144	47.0	65.0	3.0
Cell_1145	45.0	65.0	3.0
Cell_1146	47.0	60.0	3.0
Cell_1147	46.0	60.0	3.0
Cell_1148	47.0	70.0	3.0
Cell_1149	45.0	70.0	3.0
Cell_1150	45.0	72.0	3.0
Cell_1151	45.0	71.0	3.0
Cell_1152	46.0	71.0	3.0
Cell_1153	47.0	78.0	3.0
Cell_1154	48.0	77.0	3.0
Cell_1155	48.0	75.0	3.0
Cell_1156	46.0	76.0	3.0
Cell_1157	47.0	76.0	3.0
Cell_1158	47.0	77.0	3.0
Cell_1159	44.0	76.0	3.0
Cell_1160	44.0	77.0	3.0
Cell_1161	45.0	73.0	3.0
Cell_1162	47.0	75.0	3.0
Cell_1163	45.0	75.0	3.0
Cell_1164	43.0	75.0	3.0
Cell_1165	48.0	78.0	3.0
Cell_1166	48.0	79.0	3.0
Cell_1167	47.0	79.0	3.0
Cell_1168	46.0	80.0	3.0
Cell_1169	46.0	81.0	3.0
Cell_1170	47.0	82.0	3.0
Cell_1171	47.0	81.0	3.0
Cell_1172	47.0	83.0	3.0
Cell_1173	48.0	80.0	3.0
Cell_1174	47.0	73.0	3.0
Cell_1175	46.0	72.0	3.0
Cell_1176	47.0	72.0	3.0
Cell_1177	44.0	74.0	3.0
Cell_1178	42.0	76.0	3.0
Cell_1179	42.0	77.0	3.0
Cell_1180	47.0	74.0	3.0
Cell_1181	45.0	76.0	3.0
Cell_1182	46.0	74.0	3.0
Cell_1183	49.0	75.0	3.0
Cell_1184	47.0	71.0	3.0
Cell_1185	42.0	62.0	3.0
Cell_1186	43.0	67.0	3.0
Cell_1187	43.0	68.0	3.0
Cell_1188	42.0	71.0	3.0
Cell_1189	41.0	72.0	3.0
Cell_1190	42.0	69.0	3.0
Cell_1191	43.0	69.0	3.0
Cell_1192	41.0	69.0	3.0
Cell_1193	45.0	66.0	3.0
Cell_1194	43.0	66.0	3.0
Cell_1195	42.0	66.0	3.0
Cell_1196	43.0	70.0	3.0
Cell_1197	45.0	59.0	3.0
Cell_1198	43.0	60.0	3.0
Cell_1199	47.0	64.0	3.0
Cell_1200	46.0	69.0	3.0
Cell_1201	48.0	68.0	3.0
Cell_1202	46.0	67.0	3.0
Cell_1203	48.0	66.0	3.0
Cell_1204	45.0	68.0	3.0
Cell_1205	46.0	65.0	3.0
Cell_1206	45.0	69.0	3.0
Cell_1207	43.0	72.0	3.0
Cell_1208	45.0	64.0	3.0
Cell_1209	46.0	66.0	3.0
Cell_1210	47.0	66.0	3.0
Cell_1211	44.0	68.0	3.0
Cell_1212	46.0	68.0	3.0
Cell_1213	44.0	69.0	3.0
Cell_1214	46.0	70.0	3.0
Cell_1215	40.0	70.0	3.0
Cell_1216	44.0	71.0	3.0
Cell_1217	43.0	71.0	3.0
Cell_1218	44.0	72.0	3.0
Cell_1219	42.0	74.0	3.0
Cell_1220	44.0	70.0	3.0
Cell_1221	45.0	67.0	3.0
Cell_1222	43.0	59.0	3.0
Cell_1223	43.0	62.0	3.0
Cell_1224	42.0	60.0	3.0
Cell_1225	45.0	62.0	3.0
Cell_1226	43.0	65.0	3.0
Cell_1227	48.0	62.0	3.0
Cell_1228	48.0	63.0	3.0
Cell_1229	42.0	68.0	3.0
Cell_1230	42.0	70.0	3.0
Cell_1231	40.0	68.0	3.0
Cell_1232	43.0	64.0	3.0
Cell_1233	40.0	64.0	3.0
Cell_1234	47.0	68.0	3.0
Cell_1235	48.0	67.0	3.0
Cell_1236	48.0	64.0	3.0
Cell_1237	48.0	65.0	3.0
Cell_1238	48.0	69.0	3.0
Cell_1239	50.0	71.0	3.0
Cell_1240	48.0	71.0	3.0
Cell_1241	52.0	66.0	3.0
Cell_1242	51.0	66.0	3.0
Cell_1243	50.0	68.0	3.0
Cell_1244	50.0	66.0	3.0
Cell_1245	50.0	67.0	3.0
Cell_1246	50.0	69.0	3.0
Cell_1247	48.0	73.0	3.0
Cell_1248	44.0	73.0	3.0
Cell_1249	46.0	73.0	3.0
Cell_1250	46.0	75.0	3.0
Cell_1251	44.0	75.0	3.0
Cell_1252	40.0	77.0	3.0
Cell_1253	43.0	74.0	3.0
Cell_1254	45.0	74.0	3.0
Cell_1255	42.0	72.0	3.0
Cell_1256	41.0	75.0	3.0
Cell_1257	43.0	76.0	3.0
Cell_1258	41.0	74.0	3.0
Cell_1259	48.0	83.0	3.0
Cell_1260	48.0	85.0	3.0
Cell_1261	53.0	79.0	3.0
Cell_1262	49.0	76.0	3.0
Cell_1263	49.0	77.0	3.0
Cell_1264	49.0	79.0	3.0
Cell_1265	49.0	73.0	3.0
Cell_1266	50.0	76.0	3.0
Cell_1267	52.0	76.0	3.0
Cell_1268	47.0	69.0	3.0
Cell_1269	49.0	70.0	3.0
Cell_1270	49.0	71.0	3.0
Cell_1271	48.0	70.0	3.0
Cell_1272	50.0	70.0	3.0
Cell_1273	49.0	69.0	3.0
Cell_1274	49.0	67.0	3.0
Cell_1275	54.0	77.0	3.0
Cell_1276	53.0	75.0	3.0
Cell_1277	55.0	76.0	3.0
Cell_1278	55.0	78.0	3.0
Cell_1279	54.0	78.0	3.0
Cell_1280	54.0	80.0	3.0
Cell_1281	55.0	79.0	3.0
Cell_1282	49.0	72.0	3.0
Cell_1283	52.0	74.0	3.0
Cell_1284	53.0	74.0	3.0
Cell_1285	50.0	74.0	3.0
Cell_1286	50.0	75.0	3.0
Cell_1287	48.0	72.0	3.0
Cell_1288	48.0	74.0	3.0
Cell_1289	48.0	76.0	3.0
Cell_1290	49.0	74.0	3.0
Cell_1291	47.0	61.0	3.0
Cell_1292	47.0	63.0	3.0
Cell_1293	46.0	64.0	3.0
Cell_1294	46.0	63.0	3.0
Cell_1295	44.0	64.0	3.0
Cell_1296	44.0	62.0	3.0
Cell_1297	46.0	57.0	3.0
Cell_1298	48.0	57.0	3.0
Cell_1299	50.0	60.0	3.0
Cell_1300	50.0	61.0	3.0
Cell_1301	47.0	59.0	3.0
Cell_1302	46.0	59.0	3.0
Cell_1303	48.0	59.0	3.0
Cell_1304	48.0	61.0	3.0
Cell_1305	50.0	65.0	3.0
Cell_1306	49.0	63.0	3.0
Cell_1307	46.0	62.0	3.0
Cell_1308	45.0	61.0	3.0
Cell_1309	43.0	61.0	3.0
Cell_1310	43.0	63.0	3.0
Cell_1311	51.0	62.0	3.0
Cell_1312	49.0	60.0	3.0
Cell_1313	51.0	61.0	3.0
Cell_1314	51.0	65.0	3.0
Cell_1315	52.0	65.0	3.0
Cell_1316	52.0	68.0	3.0
Cell_1317	53.0	68.0	3.0
Cell_1318	52.0	71.0	3.0
Cell_1319	52.0	72.0	3.0
Cell_1320	52.0	73.0	3.0
Cell_1321	52.0	70.0	3.0
Cell_1322	52.0	69.0	3.0
Cell_1323	53.0	69.0	3.0
Cell_1324	55.0	68.0	3.0
Cell_1325	55.0	70.0	3.0
Cell_1326	57.0	69.0	3.0
Cell_1327	58.0	68.0	3.0
Cell_1328	62.0	68.0	3.0
Cell_1329	60.0	70.0	3.0
Cell_1330	60.0	72.0	3.0
Cell_1331	57.0	68.0	3.0
Cell_1332	59.0	68.0	3.0
Cell_1333	58.0	66.0	3.0
Cell_1334	59.0	69.0	3.0
Cell_1335	57.0	70.0	3.0
Cell_1336	58.0	70.0	3.0
Cell_1337	59.0	75.0	3.0
Cell_1338	59.0	70.0	3.0
Cell_1339	61.0	70.0	3.0
Cell_1340	59.0	74.0	3.0
Cell_1341	61.0	71.0	3.0
Cell_1342	55.0	67.0	3.0
Cell_1343	55.0	69.0	3.0
Cell_1344	55.0	65.0	3.0
Cell_1345	56.0	66.0	3.0
Cell_1346	54.0	66.0	3.0
Cell_1347	56.0	70.0	3.0
Cell_1348	56.0	71.0	3.0
Cell_1349	59.0	71.0	3.0
Cell_1350	52.0	64.0	3.0
Cell_1351	54.0	64.0	3.0
Cell_1352	56.0	64.0	3.0
Cell_1353	58.0	65.0	3.0
Cell_1354	60.0	73.0	3.0
Cell_1355	57.0	73.0	3.0
Cell_1356	57.0	67.0	3.0
Cell_1357	58.0	67.0	3.0
Cell_1358	60.0	67.0	3.0
Cell_1359	60.0	68.0	3.0
Cell_1360	60.0	69.0	3.0
Cell_1361	63.0	71.0	3.0
Cell_1362	56.0	67.0	3.0
Cell_1363	56.0	68.0	3.0
Cell_1364	56.0	69.0	3.0
Cell_1365	52.0	63.0	3.0
Cell_1366	53.0	62.0	3.0
Cell_1367	52.0	67.0	3.0
Cell_1368	54.0	70.0	3.0
Cell_1369	54.0	74.0	3.0
Cell_1370	56.0	74.0	3.0
Cell_1371	56.0	75.0	3.0
Cell_1372	54.0	75.0	3.0
Cell_1373	55.0	75.0	3.0
Cell_1374	58.0	73.0	3.0
Cell_1375	58.0	72.0	3.0
Cell_1376	59.0	72.0	3.0
Cell_1377	57.0	72.0	3.0
Cell_1378	56.0	72.0	3.0
Cell_1379	56.0	73.0	3.0
Cell_1380	58.0	76.0	3.0
Cell_1381	53.0	70.0	3.0
Cell_1382	51.0	71.0	3.0
Cell_1383	51.0	73.0	3.0
Cell_1384	51.0	75.0	3.0
Cell_1385	51.0	77.0	3.0
Cell_1386	51.0	81.0	3.0
Cell_1387	51.0	74.0	3.0
Cell_1388	51.0	76.0	3.0
Cell_1389	53.0	76.0	3.0
Cell_1390	54.0	76.0	3.0
Cell_1391	51.0	70.0	3.0
Cell_1392	55.0	73.0	3.0
Cell_1393	57.0	71.0	3.0
Cell_1394	55.0	72.0	3.0
Cell_1395	53.0	71.0	3.0
Cell_1396	55.0	74.0	3.0
Cell_1397	53.0	78.0	3.0
Cell_1398	53.0	72.0	3.0
Cell_1399	53.0	73.0	3.0
Cell_1400	53.0	80.0	3.0
Cell_1401	49.0	80.0	3.0
Cell_1402	54.0	68.0	3.0
Cell_1403	54.0	69.0	3.0
Cell_1404	49.0	68.0	3.0
Cell_1405	53.0	66.0	3.0
Cell_1406	55.0	66.0	3.0
Cell_1407	55.0	62.0	3.0
Cell_1408	55.0	58.0	3.0
Cell_1409	55.0	60.0	3.0
Cell_1410	52.0	61.0	3.0
Cell_1411	53.0	65.0	3.0
Cell_1412	54.0	67.0	3.0
Cell_1413	53.0	67.0	3.0
Cell_1414	53.0	63.0	3.0
Cell_1415	57.0	66.0	3.0
Cell_1416	59.0	65.0	3.0
Cell_1417	59.0	66.0	3.0
Cell_1418	56.0	65.0	3.0
Cell_1419	54.0	63.0	3.0
Cell_1420	54.0	65.0	3.0
Cell_1421	55.0	63.0	3.0
Cell_1422	55.0	64.0	3.0
Cell_1423	56.0	63.0	3.0
Cell_1424	56.0	62.0	3.0
Cell_1425	58.0	62.0	3.0
Cell_1426	47.0	67.0	3.0
Cell_1427	51.0	68.0	3.0
Cell_1428	51.0	69.0	3.0
Cell_1429	50.0	73.0	3.0
Cell_1430	50.0	72.0	3.0
Cell_1431	54.0	73.0	3.0
Cell_1432	52.0	75.0	3.0
Cell_1433	54.0	72.0	3.0
Cell_1434	54.0	71.0	3.0
Cell_1435	46.0	77.0	3.0
Cell_1436	45.0	77.0	3.0
Cell_1437	50.0	63.0	3.0
Cell_1438	49.0	64.0	3.0
Cell_1439	49.0	66.0	3.0
Cell_1440	50.0	62.0	3.0
Cell_1441	51.0	64.0	3.0
Cell_1442	53.0	64.0	3.0
Cell_1443	50.0	64.0	3.0
Cell_1444	44.0	61.0	3.0
Cell_1445	44.0	59.0	3.0
Cell_1446	44.0	65.0	3.0
Cell_1447	44.0	67.0	3.0
Cell_1448	44.0	66.0	3.0
Cell_1449	41.0	68.0	3.0
Cell_1450	40.0	71.0	3.0
Cell_1451	39.0	71.0	3.0
Cell_1452	41.0	71.0	3.0
Cell_1453	44.0	49.0	1.0
Cell_1454	44.0	50.0	1.0
Cell_1455	46.0	49.0	1.0
Cell_1456	45.0	49.0	1.0
Cell_1457	43.0	46.0	1.0
Cell_1458	41.0	46.0	1.0
Cell_1459	38.0	39.0	1.0
Cell_1460	39.0	43.0	1.0
Cell_1461	44.0	47.0	1.0
Cell_1462	42.0	47.0	1.0
Cell_1463	43.0	45.0	1.0
Cell_1464	43.0	42.0	1.0
Cell_1465	43.0	41.0	1.0
Cell_1466	39.0	44.0	1.0
Cell_1467	39.0	47.0	1.0
Cell_1468	39.0	46.0	1.0
Cell_1469	34.0	46.0	1.0
Cell_1470	32.0	46.0	1.0
Cell_1471	32.0	44.0	1.0
Cell_1472	35.0	44.0	1.0
Cell_1473	35.0	45.0	1.0
Cell_1474	35.0	43.0	1.0
Cell_1475	35.0	42.0	1.0
Cell_1476	33.0	42.0	1.0
Cell_1477	37.0	46.0	1.0
Cell_1478	35.0	46.0	1.0
Cell_1479	38.0	46.0	1.0
Cell_1480	36.0	46.0	1.0
Cell_1481	38.0	44.0	1.0
Cell_1482	40.0	49.0	1.0
Cell_1483	38.0	50.0	1.0
Cell_1484	43.0	49.0	1.0
Cell_1485	37.0	49.0	1.0
Cell_1486	39.0	49.0	1.0
Cell_1487	34.0	47.0	1.0
Cell_1488	35.0	48.0	1.0
Cell_1489	34.0	48.0	1.0
Cell_1490	31.0	46.0	2.0
Cell_1491	29.0	46.0	2.0
Cell_1492	31.0	48.0	1.0
Cell_1493	29.0	48.0	1.0
Cell_1494	29.0	49.0	1.0
Cell_1495	33.0	48.0	1.0
Cell_1496	33.0	50.0	1.0
Cell_1497	33.0	43.0	1.0
Cell_1498	35.0	47.0	1.0
Cell_1499	33.0	46.0	1.0
Cell_1500	34.0	43.0	1.0
Cell_1501	34.0	41.0	1.0
Cell_1502	28.0	35.0	1.0
Cell_1503	29.0	39.0	1.0
Cell_1504	34.0	42.0	1.0
Cell_1505	34.0	40.0	1.0
Cell_1506	34.0	38.0	1.0
Cell_1507	32.0	33.0	1.0
Cell_1508	32.0	30.0	1.0
Cell_1509	32.0	28.0	1.0
Cell_1510	34.0	32.0	1.0
Cell_1511	31.0	31.0	1.0
Cell_1512	30.0	30.0	1.0
Cell_1513	34.0	31.0	1.0
Cell_1514	33.0	31.0	1.0
Cell_1515	36.0	33.0	1.0
Cell_1516	37.0	33.0	1.0
Cell_1517	32.0	51.0	1.0
Cell_1518	33.0	47.0	1.0
Cell_1519	31.0	47.0	1.0
Cell_1520	30.0	51.0	1.0
Cell_1521	24.0	50.0	1.0
Cell_1522	20.0	50.0	1.0
Cell_1523	21.0	52.0	1.0
